,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,SPREAD
992,705,621f79e243b89009366c8ac2,2021-08-20T22:00:00.000Z,Vyvy-vi#5040,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,3,1,1,Sha#6179,Tam2140#9361,Mettodo#7010,1,2
993,641,621f79e243b89009366c8a74,2021-08-19T22:00:00.000Z,liviade#1387,Mount Manu#3530,for helping out with orientation 👨🏻‍🏫,3,5,3,Sha#6179,tigeroid#2951,Mettodo#7010,3,2
994,508,621f79e243b89009366c89ef,2021-08-16T22:00:00.000Z,liviade#1387,liviade#1387,for joining soft gov!,3,3,1,Sha#6179,tigeroid#2951,Mettodo#7010,2,2
995,503,621f79e243b89009366c89ea,2021-08-16T22:00:00.000Z,durgadas#9280,liviade#1387,for joining soft gov!,3,1,1,Sha#6179,Parrachia#0450,Mettodo#7010,1,2
996,500,621f79e243b89009366c89e7,2021-08-16T22:00:00.000Z,Suga#8514,liviade#1387,for joining soft gov!,1,3,1,eduardovegap#0422,tigeroid#2951,Mettodo#7010,1,2
997,762,621f79e243b89009366c8b2c,2021-08-23T22:00:00.000Z,Juankbell#7458,liviade#1387,for joining softgov today 💙,1,3,1,eduardovegap#0422,Mount Manu#3530,kristofer#1475,1,2
998,642,621f79e243b89009366c8a75,2021-08-19T22:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for helping Suga with some of her orientation tasks 🧰,3,5,5,AmwFund#0979,Mount Manu#3530,calazki#3961,4,2
999,281,621f79e243b89009366c88f3,2021-08-11T22:00:00.000Z,"griff (💜, 💜)#8888",karmaticacid#1218,for awesome hatch memes,3,5,5,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,4,2
1000,616,621f79e243b89009366c8a5b,2021-08-19T22:00:00.000Z,Suga#8514,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,3,1,eduardovegap#0422,tigeroid#2951,Mettodo#7010,1,2
1001,805,621f79e243b89009366c8b58,2021-08-24T22:00:00.000Z,Suga#8514,anna-marie#8824,for following our idea breadcrumbs to a really cool place! What a pleasure 🙂,5,5,3,eduardovegap#0422,tigeroid#2951,Mettodo#7010,4,2
1045,29,621f79e143b89009366c876a,2021-08-02T22:00:00.000Z,iviangita#3204,chuygarcia.eth#6692,"for attending the comms weekly wg, missed all of you tons 🥲",1,1,1,innov8tor3#3988,Zeptimus#3359,enti#1546,1,0
1046,806,621f79e243b89009366c8b59,2021-08-24T22:00:00.000Z,liviade#1387,anna-marie#8824,for her gentle stewardship and her commitment to embedding autonomy in our cultural build,13,13,13,Sha#6179,tigeroid#2951,Mettodo#7010,13,0
1047,611,621f79e243b89009366c8a56,2021-08-19T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,1,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,1,0
1048,614,621f79e243b89009366c8a59,2021-08-19T22:00:00.000Z,natesuits#4789,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,1,1,innov8tor3#3988,Parrachia#0450,calazki#3961,1,0
1049,513,621f79e243b89009366c89f4,2021-08-17T22:00:00.000Z,Zeptimus#3359,Zeptimus#3359,for working on a fun work sesh doing the first draft on Discord Roles document https://docs.google.com/document/d/1el7GdOZwqTTTYb3Es-tzR6e9uNb_KRTe1t7MGQ9JTPY/edit#⚡,13,13,13,AmwFund#0979,Mount Manu#3530,calazki#3961,13,0
1050,15,621f79e143b89009366c875c,2021-08-01T22:00:00.000Z,Zeptimus#3359,acidlazzer#5796,for his help with the administration of the TEC YouTube channel 😋,8,8,8,AmwFund#0979,Mount Manu#3530,calazki#3961,8,0
1052,635,621f79e243b89009366c8a6e,2021-08-19T22:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for all their work in Parameters,13,13,13,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,13,0
1053,113,621f79e143b89009366c87c2,2021-08-05T22:00:00.000Z,Nuggan#5183,iviangita#3204,for working on the params,3,3,3,Sha#6179,Tam2140#9361,bends#3537,3,0
1054,859,621f79e243b89009366c8b98,2021-08-26T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,for his recent comments in the forum posts and being supportive,5,5,5,Sha#6179,acidlazzer#5796,Usua◎ Silver#2618,5,0
1058,112,621f79e143b89009366c87c1,2021-08-05T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for working on the params,5,5,5,PhilH#1102,acidlazzer#5796,calazki#3961,5,0
1059,33,621f79e143b89009366c876e,2021-08-02T22:00:00.000Z,eduardovegap#0422,chuygarcia.eth#6692,"for attending the comms weekly wg, missed all of you tons 🥲",1,1,1,PhilH#1102,Parrachia#0450,kristofer#1475,1,0
1060,31,621f79e143b89009366c876c,2021-08-02T22:00:00.000Z,natesuits#4789,chuygarcia.eth#6692,"for attending the comms weekly wg, missed all of you tons 🥲",1,1,1,innov8tor3#3988,Parrachia#0450,calazki#3961,1,0
1061,608,621f79e243b89009366c8a53,2021-08-19T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,1,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,1,0
1062,1111,621f79e243b89009366c8ca7,2021-08-30T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for reviewing and editing the Params tweet series 🙏🏼,13,13,13,PhilH#1102,acidlazzer#5796,calazki#3961,13,0
1064,603,621f79e243b89009366c8a4e,2021-08-19T22:00:00.000Z,acidlazzer#5796,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,1,1,AmwFund#0979,Tam2140#9361,divine_comedian#5493,1,0
1065,606,621f79e243b89009366c8a51,2021-08-19T22:00:00.000Z,Cyber Rabbit#3221,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,1,1,teaci#6108,Zeptimus#3359,bends#3537,1,0
1066,1110,621f79e243b89009366c8ca6,2021-08-30T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for reviewing and editing the tweet thread for What's Next blog post 🙌,8,8,8,innov8tor3#3988,acidlazzer#5796,bends#3537,8,0
1068,1108,621f79e243b89009366c8ca4,2021-08-30T22:00:00.000Z,iviangita#3204,Zeptimus#3359,for yesterday transparency sync ⚡,1,1,1,innov8tor3#3988,Zeptimus#3359,enti#1546,1,0
1069,1120,621f79e243b89009366c8cb0,2021-08-30T22:00:00.000Z,acidlazzer#5796,chuygarcia.eth#6692,for attending our Comms WG and enriching our proposal for the commsdao,1,1,1,AmwFund#0979,Tam2140#9361,divine_comedian#5493,1,0
1070,1121,621f79e243b89009366c8cb1,2021-08-30T22:00:00.000Z,chuygarcia.eth#6692,chuygarcia.eth#6692,for attending our Comms WG and enriching our proposal for the commsdao,8,8,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,8,0
1074,744,621f79e243b89009366c8b1a,2021-08-23T22:00:00.000Z,Mount Manu#3530,chuygarcia.eth#6692,"for attending the Comms WG, it's beautiful to be back <:TEC:835016327542210560> 🙂",1,1,1,PhilH#1102,Parrachia#0450,divine_comedian#5493,1,0
1075,76,621f79e143b89009366c879d,2021-08-04T22:00:00.000Z,JeffEmmett#7202,Juankbell#7458,for sharing this article about participatory decision making https://medium.com/block-science/mapping-the-computer-aided-governance-process-2e47eaf70889 and praise and  for always being in the frontier of political and social innovation research,3,3,3,Sha#6179,acidlazzer#5796,kristofer#1475,3,0
1076,37,621f79e143b89009366c8772,2021-08-02T22:00:00.000Z,acidlazzer#5796,chuygarcia.eth#6692,"for attending the comms weekly wg, missed all of you tons 🥲",1,1,1,AmwFund#0979,Tam2140#9361,divine_comedian#5493,1,0
1077,607,621f79e243b89009366c8a52,2021-08-19T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,1,1,teaci#6108,Zeptimus#3359,kristofer#1475,1,0
1078,35,621f79e143b89009366c8770,2021-08-02T22:00:00.000Z,David (please DYOR...)#4116,chuygarcia.eth#6692,"for attending the comms weekly wg, missed all of you tons 🥲",1,1,1,teaci#6108,Zeptimus#3359,kristofer#1475,1,0
1079,34,621f79e143b89009366c876f,2021-08-02T22:00:00.000Z,DanKnobelsdorf#0326,chuygarcia.eth#6692,"for attending the comms weekly wg, missed all of you tons 🥲",1,1,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,1,0
1083,147,621f79e143b89009366c87e4,2021-08-05T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,1,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,1,0
1084,871,621f79e243b89009366c8ba4,2021-08-26T22:00:00.000Z,ZER8🧠#9093,iviangita#3204,for getting acidlazzer involved in their projects this week,8,8,8,eduardovegap#0422,Mount Manu#3530,bends#3537,8,0
1085,415,621f79e243b89009366c897b,2021-08-12T22:00:00.000Z,divine_comedian#5493,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",3,3,3,PhilH#1102,acidlazzer#5796,calazki#3961,3,0
1086,414,621f79e243b89009366c897a,2021-08-12T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,1,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,1,0
1087,413,621f79e243b89009366c8979,2021-08-12T22:00:00.000Z,ddan#2489,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,1,1,teaci#6108,Zeptimus#3359,divine_comedian#5493,1,0
1088,1012,621f79e243b89009366c8c31,2021-08-26T22:00:00.000Z,Nuggan#5183,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,1,Sha#6179,Tam2140#9361,bends#3537,1,0
1089,394,621f79e243b89009366c8966,2021-08-12T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for working on the dashboard and the debates on the language to use for the commons upgrade,13,13,13,AmwFund#0979,Mount Manu#3530,calazki#3961,13,0
1090,731,621f79e243b89009366c8b0b,2021-08-22T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for joining the Comms Content Hack Session,1,1,1,PhilH#1102,Parrachia#0450,divine_comedian#5493,1,0
1091,1006,621f79e243b89009366c8c2b,2021-08-26T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,1,0
1092,214,621f79e143b89009366c882f,2021-08-05T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for attending the Legal WG meeting,1,1,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,1,0
1093,1004,621f79e243b89009366c8c29,2021-08-26T22:00:00.000Z,eduardovegap#0422,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,1,PhilH#1102,Parrachia#0450,kristofer#1475,1,0
1094,1003,621f79e243b89009366c8c28,2021-08-26T22:00:00.000Z,durgadas#9280,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,1,Sha#6179,Parrachia#0450,Mettodo#7010,1,0
1095,1002,621f79e243b89009366c8c27,2021-08-26T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,1,teaci#6108,Zeptimus#3359,kristofer#1475,1,0
1096,1000,621f79e243b89009366c8c25,2021-08-26T22:00:00.000Z,anna-marie#8824,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,1,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,1,0
1097,999,621f79e243b89009366c8c24,2021-08-26T22:00:00.000Z,acidlazzer#5796,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,1,AmwFund#0979,Tam2140#9361,divine_comedian#5493,1,0
1098,769,621f79e243b89009366c8b33,2021-08-23T22:00:00.000Z,DanKnobelsdorf#0326,liviade#1387,for joining softgov today 💙,1,1,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,1,0
1099,768,621f79e243b89009366c8b32,2021-08-23T22:00:00.000Z,eduardovegap#0422,liviade#1387,for joining softgov today 💙,1,1,1,PhilH#1102,Parrachia#0450,kristofer#1475,1,0
1101,703,621f79e243b89009366c8ac0,2021-08-20T22:00:00.000Z,anna-marie#8824,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,1,1,1,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,1,0
1103,989,621f79e243b89009366c8c1a,2021-08-26T22:00:00.000Z,Caeser (PST)#0046,iviangita#3204,for reviewing the rules and boundaries for platform admins,8,8,8,PhilH#1102,Mount Manu#3530,kristofer#1475,8,0
1105,306,621f79e243b89009366c890e,2021-08-12T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for the opportunity for Bianca to be in TEC,3,3,3,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,3,0
1107,305,621f79e243b89009366c890d,2021-08-12T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for the opportunity for Bianca to be in TEC,5,5,5,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,5,0
1108,955,621f79e243b89009366c8bf8,2021-08-26T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for supporting Fabio,5,5,5,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,5,0
1109,765,621f79e243b89009366c8b2f,2021-08-23T22:00:00.000Z,"griff (💜, 💜)#8888",liviade#1387,for joining softgov today 💙,1,1,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,1,0
1111,240,621f79e143b89009366c884a,2021-08-05T22:00:00.000Z,anna-marie#8824,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,1,1,1,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,1,0
1112,287,621f79e243b89009366c88f9,2021-08-11T22:00:00.000Z,BiancaGadelha#2667,karmaticacid#1218,for checking out the TEC and lookoing for ways to get involved,3,3,3,innov8tor3#3988,Tam2140#9361,Mettodo#7010,3,0
1113,760,621f79e243b89009366c8b2a,2021-08-23T22:00:00.000Z,anna-marie#8824,liviade#1387,for joining softgov today 💙,1,1,1,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,1,0
1114,1018,621f79e243b89009366c8c37,2021-08-26T22:00:00.000Z,natesuits#4789,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,1,innov8tor3#3988,Parrachia#0450,calazki#3961,1,0
1115,418,621f79e243b89009366c897e,2021-08-12T22:00:00.000Z,acidlazzer#5796,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,1,1,AmwFund#0979,Tam2140#9361,divine_comedian#5493,1,0
1116,1022,621f79e243b89009366c8c3b,2021-08-26T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,1,teaci#6108,Zeptimus#3359,kristofer#1475,1,0
1117,278,621f79e243b89009366c88f0,2021-08-11T22:00:00.000Z,"griff (💜, 💜)#8888",karmaticacid#1218,"for all the many 1:1s with people all over the world, helping support them in getting into the hatch",34,34,34,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,34,0
1118,148,621f79e143b89009366c87e5,2021-08-05T22:00:00.000Z,acidlazzer#5796,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,1,1,AmwFund#0979,Tam2140#9361,divine_comedian#5493,1,0
1119,502,621f79e243b89009366c89e9,2021-08-16T22:00:00.000Z,mheuer#9922,liviade#1387,for joining soft gov!,1,1,1,innov8tor3#3988,Zeptimus#3359,bends#3537,1,0
1120,152,621f79e143b89009366c87e9,2021-08-05T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,1,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,1,0
1121,498,621f79e243b89009366c89e5,2021-08-16T22:00:00.000Z,anna-marie#8824,liviade#1387,for joining soft gov!,1,1,1,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,1,0
1123,155,621f79e143b89009366c87ec,2021-08-05T22:00:00.000Z,natesuits#4789,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,1,1,innov8tor3#3988,Parrachia#0450,calazki#3961,1,0
1124,1071,621f79e243b89009366c8c7d,2021-08-26T22:00:00.000Z,anna-marie#8824,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,1,1,1,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,1,0
1126,156,621f79e143b89009366c87ed,2021-08-05T22:00:00.000Z,Nuggan#5183,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,1,1,Sha#6179,Tam2140#9361,bends#3537,1,0
1127,497,621f79e243b89009366c89e4,2021-08-16T22:00:00.000Z,"griff (💜, 💜)#8888",liviade#1387,for joining soft gov!,1,1,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,1,0
1128,159,621f79e143b89009366c87f0,2021-08-05T22:00:00.000Z,Tarun Gupta | MultiSafe#9929,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,1,1,PhilH#1102,Parrachia#0450,kristofer#1475,1,0
1129,162,621f79e143b89009366c87f3,2021-08-05T22:00:00.000Z,eduardovegap#0422,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,1,1,PhilH#1102,Parrachia#0450,kristofer#1475,1,0
1130,163,621f79e143b89009366c87f4,2021-08-05T22:00:00.000Z,GideonRo#3175,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,1,1,osycross(🦎🦎)#5943,Parrachia#0450,bends#3537,1,0
1131,453,621f79e243b89009366c89b4,2021-08-12T22:00:00.000Z,anna-marie#8824,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,1,1,1,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,1,0
1132,419,621f79e243b89009366c897f,2021-08-12T22:00:00.000Z,anna-marie#8824,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,1,1,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,1,0
1133,441,621f79e243b89009366c89a8,2021-08-12T22:00:00.000Z,anna-marie#8824,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,1,1,1,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,1,0
1134,1051,621f79e243b89009366c8c68,2021-08-26T22:00:00.000Z,anna-marie#8824,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,1,1,1,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,1,0
1135,434,621f79e243b89009366c898e,2021-08-12T22:00:00.000Z,mheuer#9922,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,1,1,innov8tor3#3988,Zeptimus#3359,bends#3537,1,0
1136,753,621f79e243b89009366c8b23,2021-08-23T22:00:00.000Z,David (please DYOR...)#4116,chuygarcia.eth#6692,"for attending the Comms WG, it's beautiful to be back <:TEC:835016327542210560> 🙂",1,1,1,teaci#6108,Zeptimus#3359,kristofer#1475,1,0
1137,432,621f79e243b89009366c898c,2021-08-12T22:00:00.000Z,Vyvy-vi#5040,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,1,1,Sha#6179,Tam2140#9361,Mettodo#7010,1,0
1138,916,621f79e243b89009366c8bd1,2021-08-26T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for always managing the livestreams,8,8,8,AmwFund#0979,Mount Manu#3530,calazki#3961,8,0
1139,429,621f79e243b89009366c8989,2021-08-12T22:00:00.000Z,natesuits#4789,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,1,1,innov8tor3#3988,Parrachia#0450,calazki#3961,1,0
1142,428,621f79e243b89009366c8988,2021-08-12T22:00:00.000Z,Mount Manu#3530,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,1,1,PhilH#1102,Parrachia#0450,divine_comedian#5493,1,0
1143,425,621f79e243b89009366c8985,2021-08-12T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,1,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,1,0
1144,423,621f79e243b89009366c8983,2021-08-12T22:00:00.000Z,eduardovegap#0422,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,1,1,PhilH#1102,Parrachia#0450,kristofer#1475,1,0
1145,420,621f79e243b89009366c8980,2021-08-12T22:00:00.000Z,BiancaGadelha#2667,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,1,1,innov8tor3#3988,Tam2140#9361,Mettodo#7010,1,0
